FechaInicio;FechaFin;Bicicleta;Origen;Destino;CandadoOrigen;CandadoDestino
27/12/2016 20:30;27/12/2016 20:36;b99;Glorieta Alto del Rollo;Paseo Canalejas;c2010;c2510
;;;;;;
27/12/2016 20:23;27/12/2016 20:44;b156;Barrio San José;Parque La Alamedilla;c501;c2806
;;;;;;
27/12/2016 19:58;27/12/2016 20:08;b49;Plaza Poeta Iglesias;Glorieta Alto del Rollo;c109;c2011
;;;;;;
27/12/2016 19:57;27/12/2016 20:22;b156;Barrio San José;Barrio San José;c503;c501
;;;;;;
27/12/2016 19:53;27/12/2016 19:59;b43;Parque Zona Carrefour;Glorieta CYL;c702;c1908
;;;;;;
27/12/2016 19:44;27/12/2016 20:41;b15;Plaza del Oeste;Glorieta Antonio Machado;c2401;c2904
;;;;;;
27/12/2016 19:43;27/12/2016 19:56;b137;Paseo Canalejas;Plaza Poeta Iglesias;c2509;c114
;;;;;;
27/12/2016 18:51;27/12/2016 19:42;b85;Glorieta Antonio Machado;Plaza del Oeste;c2907;c2405
;;;;;;
27/12/2016 18:51;27/12/2016 19:00;b81;Glorieta Alto del Rollo;Prosperidad;c2004;c1608
;;;;;;
27/12/2016 18:47;27/12/2016 18:58;b41;Parque La Alamedilla;Parque Zona Carrefour;c2811;c705
;;;;;;
27/12/2016 18:19;27/12/2016 18:47;b47;Estación de trenes;Plaza San Julián;c912;c2606
;;;;;;
27/12/2016 18:18;27/12/2016 18:19;b160;Estación de trenes;Estación de trenes;c910;c910
;;;;;;
27/12/2016 18:18;27/12/2016 18:52;b141;Parque Zona Carrefour;Parque La Alamedilla;c706;c2807
;;;;;;
27/12/2016 18:02;27/12/2016 18:12;b25;Plaza San Julián;Federico Anaya - Tilos;c2603;c2108
;;;;;;
27/12/2016 17:20;27/12/2016 18:03;b127;Puente Romano;Salas Bajas;c307;c2710
;;;;;;
27/12/2016 17:16;27/12/2016 17:32;b167;Estación de trenes;Estación de autobuses;c907;c1003
;;;;;;
27/12/2016 17:03;27/12/2016 17:08;b154;María Auxiliadora;Plaza Gabriel y Galán;c807;c2202
;;;;;;
27/12/2016 17:02;27/12/2016 17:33;b140;La Marina;La Marina;c1212;c1212
;;;;;;
27/12/2016 16:59;27/12/2016 17:06;b56;Federico Anaya - Tilos;Plaza Poeta Iglesias;c2104;c106
;;;;;;
27/12/2016 16:40;27/12/2016 16:49;b47;Plaza San Julián;Estación de trenes;c2605;c912
;;;;;;
27/12/2016 16:31;27/12/2016 16:37;b41;Parque Zona Carrefour;Parque La Alamedilla;c704;c2811
;;;;;;
27/12/2016 15:20;27/12/2016 15:29;b58;Plaza del Oeste;Estación de trenes;c2405;c902
;;;;;;
27/12/2016 15:11;27/12/2016 15:16;b61;Plaza de los Bandos;Estación de autobuses;c202;c1002
;;;;;;
27/12/2016 15:04;27/12/2016 15:11;b117;La Marina;Campus Ciencias;c1208;c1409
;;;;;;
27/12/2016 15:01;27/12/2016 15:08;b116;Plaza del Oeste;Plaza Iglesia Pizarrales;c2402;c1102
;;;;;;
27/12/2016 14:58;27/12/2016 15:14;b104;Nuevo Parking Hospital;Prosperidad;c406;c1611
;;;;;;
27/12/2016 14:50;27/12/2016 14:54;b142;Parque La Alamedilla;Estación de trenes;c2802;c901
;;;;;;
27/12/2016 14:48;27/12/2016 15:02;b121;Estación de autobuses;Estación de trenes;c1003;c905
;;;;;;
27/12/2016 14:34;27/12/2016 14:40;b142;Plaza Poeta Iglesias;Parque La Alamedilla;c102;c2802
;;;;;;
27/12/2016 14:34;27/12/2016 14:58;b174;Glorieta Antonio Machado;Plaza Poeta Iglesias;c2909;c102
;;;;;;
27/12/2016 14:20;27/12/2016 14:25;b98;Parque La Alamedilla;Estación de trenes;c2815;c904
;;;;;;
27/12/2016 14:16;27/12/2016 14:25;b159;Parque La Alamedilla;Glorieta Alto del Rollo;c2803;c2008
;;;;;;
27/12/2016 14:15;27/12/2016 14:20;b21;María Auxiliadora;Parque La Alamedilla;c806;c2813
;;;;;;
27/12/2016 14:14;27/12/2016 14:19;b116;Plaza Iglesia Pizarrales;Plaza del Oeste;c1102;c2402
;;;;;;
27/12/2016 14:11;27/12/2016 14:21;b50;Puente Romano;Zurguén;c302;c1708
;;;;;;
27/12/2016 14:11;27/12/2016 14:20;b48;Plaza Poeta Iglesias;Parque La Alamedilla;c114;c2803
;;;;;;
27/12/2016 14:06;27/12/2016 14:11;b127;Plaza Poeta Iglesias;Puente Romano;c112;c307
;;;;;;
27/12/2016 14:05;27/12/2016 14:13;b112;Estación de trenes;Plaza San Julián;c912;c2608
;;;;;;
27/12/2016 13:58;27/12/2016 14:06;b134;Plaza Gabriel y Galán;Glorieta Alto del Rollo;c2202;c2006
;;;;;;
27/12/2016 13:57;27/12/2016 14:10;b19;Plaza Poeta Iglesias;Estación de trenes;c104;c903
;;;;;;
27/12/2016 13:55;27/12/2016 14:04;b146;Glorieta Antonio Machado;Plaza de los Bandos;c2903;c209
;;;;;;
27/12/2016 13:55;27/12/2016 14:04;b146;Glorieta Antonio Machado;Plaza de los Bandos;c2903;c209
;;;;;;
27/12/2016 13:53;27/12/2016 14:03;b140;Plaza Poeta Iglesias;La Marina;c110;c1212
;;;;;;
27/12/2016 13:52;27/12/2016 14:25;b156;María Auxiliadora;Barrio San José;c802;c503
;;;;;;
27/12/2016 13:51;27/12/2016 14:04;b142;Estación de trenes;Plaza Poeta Iglesias;c904;c102
;;;;;;
27/12/2016 13:37;27/12/2016 13:43;b21;Parque La Alamedilla;María Auxiliadora;c2807;c806
;;;;;;
27/12/2016 13:37;27/12/2016 13:51;b30;Prosperidad;Estación de trenes;c1611;c906
;;;;;;
27/12/2016 13:33;27/12/2016 13:51;b112;Plaza Poeta Iglesias;Estación de trenes;c108;c912
;;;;;;
27/12/2016 13:25;27/12/2016 13:37;b115;Plaza Gabriel y Galán;Prosperidad;c2210;c1603
;;;;;;
27/12/2016 13:23;27/12/2016 13:30;b134;Estación de trenes;Plaza Gabriel y Galán;c903;c2202
;;;;;;
27/12/2016 13:12;27/12/2016 13:44;b156;Plaza Gabriel y Galán;María Auxiliadora;c2202;c802
;;;;;;
27/12/2016 13:07;27/12/2016 13:12;b156;Plaza Poeta Iglesias;Plaza Gabriel y Galán;c113;c2202
;;;;;;
27/12/2016 13:06;27/12/2016 13:15;b15;María Auxiliadora;Plaza del Oeste;c806;c2401
;;;;;;
27/12/2016 12:51;27/12/2016 13:06;b101;Barrio San José;Plaza Poeta Iglesias;c503;c116
;;;;;;
27/12/2016 12:46;27/12/2016 13:19;b112;Plaza Poeta Iglesias;Plaza Poeta Iglesias;c102;c108
;;;;;;
27/12/2016 12:43;27/12/2016 12:50;b48;Estación de trenes;Plaza Poeta Iglesias;c906;c114
;;;;;;
27/12/2016 12:13;27/12/2016 13:24;b176;Prosperidad;Plaza Gabriel y Galán;c1603;c2208
;;;;;;
27/12/2016 11:37;27/12/2016 11:42;b120;La Marina;Prosperidad;c1205;c1610
;;;;;;
27/12/2016 11:15;27/12/2016 11:52;b64;Estación de trenes;Plaza de Toros;c912;c2305
;;;;;;
27/12/2016 10:55;27/12/2016 11:07;b132;Nuevo Parking Hospital;Tejares;c409;c603
;;;;;;
27/12/2016 10:54;27/12/2016 11:05;b134;Plaza Gabriel y Galán;Estación de trenes;c2202;c903
;;;;;;
27/12/2016 10:47;27/12/2016 11:28;b19;Estación de autobuses;Plaza Poeta Iglesias;c1002;c104
;;;;;;
27/12/2016 10:47;27/12/2016 10:54;b15;Plaza del Oeste;María Auxiliadora;c2402;c806
;;;;;;
27/12/2016 10:35;27/12/2016 10:58;b64;Plaza de Toros;Estación de trenes;c2302;c912
;;;;;;
27/12/2016 10:33;27/12/2016 10:41;b111;Prosperidad;Plaza San Julián;c1607;c2611
;;;;;;
27/12/2016 9:49;27/12/2016 10:17;b116;Plaza Iglesia Pizarrales;Plaza Iglesia Pizarrales;c1106;c1102
;;;;;;
27/12/2016 9:28;27/12/2016 9:53;b77;Plaza de Toros;Plaza de Toros;c2302;c2306
;;;;;;
27/12/2016 9:23;27/12/2016 9:32;b112;Estación de trenes;Plaza Poeta Iglesias;c903;c102
;;;;;;
27/12/2016 9:13;27/12/2016 9:18;b156;La Marina;Plaza Poeta Iglesias;c1204;c113
;;;;;;
27/12/2016 8:42;27/12/2016 9:25;b61;Puente Romano;Plaza de los Bandos;c309;c202
;;;;;;
27/12/2016 8:23;27/12/2016 8:32;b42;Estación de trenes;Plaza del Oeste;c905;c2411
;;;;;;
27/12/2016 7:47;27/12/2016 7:52;b130;María Auxiliadora;Plaza del Oeste;c806;c2409
;;;;;;
27/12/2016 7:28;27/12/2016 7:41;b152;Estación de trenes;Campus Ciencias;c908;c1412
;;;;;;
26/12/2016 20:56;26/12/2016 21:01;b114;Glorieta CYL;María Auxiliadora;c1906;c812
;;;;;;
26/12/2016 19:09;26/12/2016 19:20;b129;Parque Zona Carrefour;Glorieta CYL;c707;c1912
;;;;;;
26/12/2016 17:39;26/12/2016 18:09;b50;Parque Zona Carrefour;Puente Romano;c706;c302
;;;;;;
26/12/2016 17:30;26/12/2016 17:38;b130;Plaza Iglesia Pizarrales;María Auxiliadora;c1102;c806
;;;;;;
26/12/2016 17:26;26/12/2016 17:54;b63;Plaza de Toros;Campus Claretianos;c2308;c1503
;;;;;;
26/12/2016 17:14;26/12/2016 17:33;b49;María Auxiliadora;Plaza Poeta Iglesias;c802;c104
;;;;;;
26/12/2016 16:55;26/12/2016 16:58;b111;La Marina;Prosperidad;c1210;c1607
;;;;;;
26/12/2016 16:38;26/12/2016 16:54;b130;Plaza Iglesia Pizarrales;Plaza Iglesia Pizarrales;c1103;c1102
;;;;;;
26/12/2016 16:35;26/12/2016 16:45;b90;Federico Anaya - Tilos;Campus Ciencias;c2112;c1414
;;;;;;
26/12/2016 15:40;26/12/2016 15:46;b127;María Auxiliadora;Plaza Poeta Iglesias;c801;c102
;;;;;;
26/12/2016 14:09;26/12/2016 14:51;b48;Estación de trenes;Estación de trenes;c906;c906
;;;;;;
26/12/2016 13:28;26/12/2016 14:25;b140;Plaza de Toros;Plaza Poeta Iglesias;c2306;c106
;;;;;;
26/12/2016 12:44;26/12/2016 13:06;b127;Zurguén;María Auxiliadora;c1703;c801
;;;;;;
26/12/2016 11:35;26/12/2016 11:48;b173;Plaza Iglesia Pizarrales;María Auxiliadora;c1102;c803
;;;;;;
26/12/2016 9:56;26/12/2016 10:03;b159;Parque Zona Carrefour;Parque La Alamedilla;c709;c2803
;;;;;;
26/12/2016 8:47;26/12/2016 9:40;b47;Puente Romano;Plaza de los Bandos;c307;c203
;;;;;;
24/12/2016 20:01;24/12/2016 20:05;b146;Estación de trenes;Glorieta Antonio Machado;c901;c2903
;;;;;;
24/12/2016 19:51;24/12/2016 19:55;b146;Glorieta Antonio Machado;Estación de trenes;c2904;c901
;;;;;;
24/12/2016 18:42;24/12/2016 18:49;b103;Federico Anaya - Tilos;Plaza Poeta Iglesias;c2102;c112
;;;;;;
24/12/2016 18:37;24/12/2016 18:49;b112;Plaza San Julián;Estación de trenes;c2606;c903
;;;;;;
24/12/2016 16:51;24/12/2016 17:11;b64;Salas Bajas;Parque La Alamedilla;c2709;c2811
;;;;;;
24/12/2016 16:31;24/12/2016 16:40;b5;Plaza Iglesia Pizarrales;María Auxiliadora;c1110;c804
;;;;;;
24/12/2016 16:26;24/12/2016 16:30;b103;Federico Anaya - Tilos;Federico Anaya - Tilos;c2102;c2102
;;;;;;
24/12/2016 16:23;24/12/2016 16:50;b10;Parque Zona Carrefour;Salas Bajas;c705;c2704
;;;;;;
24/12/2016 15:43;24/12/2016 15:52;b50;Parque Zona Carrefour;Plaza Poeta Iglesias;c709;c110
;;;;;;
24/12/2016 15:37;24/12/2016 16:18;b146;Glorieta Antonio Machado;Glorieta Antonio Machado;c2902;c2904
;;;;;;
24/12/2016 14:36;24/12/2016 14:46;b176;María Auxiliadora;Prosperidad;c805;c1603
;;;;;;
24/12/2016 14:27;24/12/2016 14:39;b5;María Auxiliadora;Plaza Iglesia Pizarrales;c804;c1110
;;;;;;
24/12/2016 14:21;24/12/2016 14:28;b142;Plaza San Julián;Estación de trenes;c2606;c904
;;;;;;
24/12/2016 14:03;24/12/2016 14:26;b88;Prosperidad;Huerta Otea;c1608;c1805
;;;;;;
24/12/2016 13:57;24/12/2016 14:09;b129;Plaza Gabriel y Galán;Parque Zona Carrefour;c2208;c707
;;;;;;
24/12/2016 13:33;24/12/2016 13:41;b159;Plaza San Julián;Estación de trenes;c2606;c903
;;;;;;
24/12/2016 13:15;24/12/2016 13:22;b34;Parque Zona Carrefour;Parque La Alamedilla;c704;c2805
;;;;;;
24/12/2016 13:11;24/12/2016 13:23;b71;Federico Anaya - Tilos;Estación de autobuses;c2106;c1010
;;;;;;
24/12/2016 13:10;24/12/2016 13:53;b47;Puente Romano;Puente Romano;c306;c307
;;;;;;
24/12/2016 13:09;24/12/2016 13:29;b134;Plaza Gabriel y Galán;Plaza Gabriel y Galán;c2202;c2202
;;;;;;
24/12/2016 12:49;24/12/2016 13:31;b88;Huerta Otea;Prosperidad;c1807;c1608
;;;;;;
24/12/2016 12:36;24/12/2016 13:09;b134;Plaza Gabriel y Galán;Plaza Gabriel y Galán;c2209;c2202
;;;;;;
24/12/2016 12:19;24/12/2016 12:30;b115;Parque Zona Carrefour;Plaza Gabriel y Galán;c708;c2210
;;;;;;
24/12/2016 12:17;24/12/2016 12:30;b129;Parque Zona Carrefour;Plaza Gabriel y Galán;c706;c2208
;;;;;;
24/12/2016 12:09;24/12/2016 12:37;b112;Plaza Poeta Iglesias;Plaza Poeta Iglesias;c113;c112
;;;;;;
24/12/2016 12:05;24/12/2016 12:43;b37;Glorieta CYL;Estación de trenes;c1913;c912
;;;;;;
24/12/2016 12:03;24/12/2016 12:26;b98;Parque La Alamedilla;Parque La Alamedilla;c2804;c2815
;;;;;;
24/12/2016 12:02;24/12/2016 12:08;b121;Huerta Otea;Estación de autobuses;c1805;c1003
;;;;;;
23/12/2016 21:52;23/12/2016 22:36;b49;Parque La Alamedilla;María Auxiliadora;c2803;c802
;;;;;;
23/12/2016 21:07;23/12/2016 21:51;b21;Estación de trenes;Parque La Alamedilla;c903;c2807
;;;;;;
23/12/2016 20:56;23/12/2016 21:05;b174;Estación de trenes;Prosperidad;c902;c1616
;;;;;;
23/12/2016 20:46;23/12/2016 20:53;b162;Plaza Gabriel y Galán;Plaza Poeta Iglesias;c2208;c110
;;;;;;
23/12/2016 20:35;23/12/2016 20:40;b64;Plaza de los Bandos;Salas Bajas;c204;c2709
;;;;;;
23/12/2016 20:35;23/12/2016 20:40;b5;María Auxiliadora;María Auxiliadora;c804;c804
;;;;;;
23/12/2016 20:29;23/12/2016 20:39;b43;Glorieta Antonio Machado;Plaza San Julián;c2904;c2609
;;;;;;
23/12/2016 20:03;23/12/2016 20:09;b37;Parque Zona Carrefour;Glorieta CYL;c703;c1913
;;;;;;
23/12/2016 19:49;23/12/2016 20:17;b174;Estación de trenes;Estación de trenes;c902;c902
;;;;;;
23/12/2016 19:13;23/12/2016 19:51;b156;La Marina;La Marina;c1204;c1204
;;;;;;
23/12/2016 19:11;23/12/2016 19:38;b174;Estación de trenes;Estación de trenes;c913;c902
;;;;;;
23/12/2016 19:00;23/12/2016 19:09;b10;Glorieta CYL;Parque Zona Carrefour;c1910;c705
;;;;;;
23/12/2016 18:58;23/12/2016 18:59;b114;Glorieta CYL;Glorieta CYL;c1906;c1906
;;;;;;
23/12/2016 18:52;23/12/2016 19:02;b21;Estación de trenes;Estación de trenes;c903;c903
;;;;;;
23/12/2016 18:31;23/12/2016 18:37;b21;Parque La Alamedilla;Estación de trenes;c2805;c903
;;;;;;
23/12/2016 18:15;23/12/2016 18:38;b88;Glorieta CYL;Huerta Otea;c1904;c1807
;;;;;;
23/12/2016 17:45;23/12/2016 18:59;b125;Plaza del Oeste;María Auxiliadora;c2409;c803
;;;;;;
23/12/2016 17:44;23/12/2016 19:44;b9;Plaza del Oeste;María Auxiliadora;c2405;c808
;;;;;;
23/12/2016 16:51;23/12/2016 17:01;b28;Federico Anaya - Tilos;Campus Ciencias;c2102;c1411
;;;;;;
23/12/2016 16:28;23/12/2016 16:48;b101;Puente Romano;Puente Romano;c304;c304
;;;;;;
23/12/2016 16:22;23/12/2016 16:33;b37;Parque La Alamedilla;Parque Zona Carrefour;c2807;c703
;;;;;;
23/12/2016 16:10;23/12/2016 16:19;b113;María Auxiliadora;Prosperidad;c806;c1602
;;;;;;
23/12/2016 16:01;23/12/2016 16:27;b61;Puente Romano;Puente Romano;c302;c302
;;;;;;
23/12/2016 15:48;23/12/2016 16:04;b30;Parque Zona Carrefour;Prosperidad;c705;c1611
;;;;;;
23/12/2016 15:42;23/12/2016 15:48;b146;Plaza Poeta Iglesias;Glorieta Antonio Machado;c102;c2902
;;;;;;
23/12/2016 15:40;23/12/2016 15:45;b112;María Auxiliadora;Plaza Poeta Iglesias;c802;c102
;;;;;;
23/12/2016 15:30;23/12/2016 15:38;b93;Salas Bajas;Paseo Canalejas;c2708;c2510
;;;;;;
23/12/2016 15:29;23/12/2016 15:38;b137;Salas Bajas;Paseo Canalejas;c2713;c2509
;;;;;;
23/12/2016 15:29;23/12/2016 15:42;b167;Plaza Poeta Iglesias;Estación de trenes;c104;c907
;;;;;;
23/12/2016 15:24;23/12/2016 15:32;b127;Federico Anaya - Tilos;Plaza Poeta Iglesias;c2108;c116
;;;;;;
23/12/2016 15:22;23/12/2016 15:30;b112;Prosperidad;María Auxiliadora;c1610;c802
;;;;;;
23/12/2016 15:19;23/12/2016 15:30;b30;Campus Unamuno;Parque Zona Carrefour;c1320;c705
;;;;;;
23/12/2016 15:07;23/12/2016 15:14;b147;Estación de trenes;Plaza Poeta Iglesias;c907;c107
;;;;;;
23/12/2016 15:07;23/12/2016 15:38;b169;Paseo Canalejas;Paseo Canalejas;c2509;c2505
;;;;;;
23/12/2016 15:04;23/12/2016 15:14;b130;Plaza de los Bandos;Plaza Iglesia Pizarrales;c209;c1103
;;;;;;
23/12/2016 15:01;23/12/2016 15:06;b98;Paseo Canalejas;Parque La Alamedilla;c2511;c2804
;;;;;;
23/12/2016 14:33;23/12/2016 14:47;b153;Nuevo Parking Hospital;Campus Claretianos;c408;c1509
;;;;;;
23/12/2016 14:29;23/12/2016 14:55;b129;Campus Unamuno;Parque Zona Carrefour;c1317;c706
;;;;;;
23/12/2016 14:27;23/12/2016 14:56;b34;Campus Unamuno;Parque Zona Carrefour;c1309;c704
;;;;;;
23/12/2016 14:21;23/12/2016 14:36;b140;Plaza Poeta Iglesias;Plaza de Toros;c110;c2306
;;;;;;
23/12/2016 14:16;23/12/2016 14:24;b168;Federico Anaya - Tilos;Plaza Poeta Iglesias;c2105;c110
;;;;;;
23/12/2016 14:09;23/12/2016 14:16;b164;Plaza de los Bandos;La Marina;c206;c1206
;;;;;;
23/12/2016 14:08;23/12/2016 14:16;b37;Parque Zona Carrefour;Parque La Alamedilla;c706;c2807
;;;;;;
23/12/2016 14:07;23/12/2016 14:14;b125;María Auxiliadora;Plaza del Oeste;c803;c2409
;;;;;;
23/12/2016 14:05;23/12/2016 14:07;b113;María Auxiliadora;María Auxiliadora;c806;c806
;;;;;;
23/12/2016 14:00;23/12/2016 14:22;b22;Glorieta Alto del Rollo;Glorieta Alto del Rollo;c2007;c2002
;;;;;;
23/12/2016 13:55;23/12/2016 14:57;b169;María Auxiliadora;Paseo Canalejas;c812;c2509
;;;;;;
23/12/2016 13:54;23/12/2016 14:05;b88;Parque La Alamedilla;Glorieta CYL;c2802;c1904
;;;;;;
23/12/2016 13:13;23/12/2016 13:22;b42;Plaza de los Bandos;Estación de trenes;c203;c905
;;;;;;
23/12/2016 13:01;23/12/2016 13:25;b140;Plaza de Toros;Plaza Poeta Iglesias;c2306;c110
;;;;;;
23/12/2016 12:44;23/12/2016 12:58;b34;Parque Zona Carrefour;Campus Unamuno;c704;c1309
;;;;;;
23/12/2016 12:42;23/12/2016 12:58;b62;Parque Zona Carrefour;Campus Unamuno;c702;c1302
;;;;;;
23/12/2016 12:28;23/12/2016 12:28;b112;Prosperidad;Prosperidad;c1610;c1610
;;;;;;
23/12/2016 12:21;23/12/2016 12:43;b148;Paseo Canalejas;Prosperidad;c2510;c1604
;;;;;;
23/12/2016 12:18;23/12/2016 13:25;b14;María Auxiliadora;Plaza Poeta Iglesias;c802;c106
;;;;;;
23/12/2016 11:34;23/12/2016 12:16;b173;Plaza Iglesia Pizarrales;Plaza Iglesia Pizarrales;c1102;c1102
;;;;;;
23/12/2016 10:47;23/12/2016 10:56;b42;Campus Claretianos;Plaza de los Bandos;c1503;c203
;;;;;;
23/12/2016 10:42;23/12/2016 10:48;b169;Plaza del Oeste;María Auxiliadora;c2409;c812
;;;;;;
23/12/2016 10:28;23/12/2016 10:38;b125;Prosperidad;María Auxiliadora;c1616;c803
;;;;;;
23/12/2016 10:26;23/12/2016 10:33;b147;Paseo Canalejas;Estación de trenes;c2508;c907
;;;;;;
23/12/2016 10:00;23/12/2016 12:31;b168;Plaza de los Bandos;Federico Anaya - Tilos;c205;c2105
;;;;;;
23/12/2016 9:44;23/12/2016 9:45;b62;Parque Zona Carrefour;Parque Zona Carrefour;c702;c702
;;;;;;
23/12/2016 9:24;23/12/2016 9:29;b88;Glorieta CYL;Parque La Alamedilla;c1905;c2802
;;;;;;
23/12/2016 9:23;23/12/2016 9:28;b142;Plaza del Oeste;Plaza San Julián;c2411;c2606
;;;;;;
23/12/2016 9:21;23/12/2016 9:29;b176;María Auxiliadora;Campus Ciencias;c808;c1410
;;;;;;
23/12/2016 9:11;23/12/2016 13:06;b146;Estación de trenes;Plaza Poeta Iglesias;c912;c102
;;;;;;
23/12/2016 8:28;23/12/2016 13:24;b167;Estación de trenes;Plaza Poeta Iglesias;c902;c104
;;;;;;
23/12/2016 8:21;23/12/2016 8:51;b168;Puente Romano;Plaza de los Bandos;c307;c205
;;;;;;
23/12/2016 7:17;23/12/2016 7:23;b130;Glorieta Antonio Machado;Plaza de los Bandos;c2903;c209
;;;;;;
22/12/2016 21:32;22/12/2016 21:39;b50;Glorieta CYL;Parque Zona Carrefour;c1908;c709
;;;;;;
22/12/2016 21:32;22/12/2016 21:41;b134;Estación de trenes;Plaza Gabriel y Galán;c908;c2209
;;;;;;
22/12/2016 21:23;22/12/2016 21:57;b62;Salas Bajas;Parque Zona Carrefour;c2704;c702
;;;;;;
22/12/2016 20:53;22/12/2016 20:58;b112;La Marina;Prosperidad;c1206;c1610
;;;;;;
22/12/2016 20:25;22/12/2016 20:31;b11;Plaza Iglesia Pizarrales;Plaza Gabriel y Galán;c1108;c2202
;;;;;;
22/12/2016 20:18;22/12/2016 20:38;b123;Estación de trenes;Plaza Poeta Iglesias;c904;c108
;;;;;;
22/12/2016 20:12;22/12/2016 20:30;b140;Glorieta Alto del Rollo;Plaza de Toros;c2006;c2306
;;;;;;
22/12/2016 20:09;23/12/2016 7:04;b90;La Marina;Federico Anaya - Tilos;c1202;c2112
;;;;;;
22/12/2016 20:06;22/12/2016 20:30;b47;Glorieta Alto del Rollo;Puente Romano;c2004;c306
;;;;;;
22/12/2016 19:55;22/12/2016 20:01;b21;Glorieta Alto del Rollo;Parque La Alamedilla;c2007;c2805
;;;;;;
22/12/2016 19:53;22/12/2016 19:59;b50;Parque Zona Carrefour;Glorieta CYL;c706;c1908
;;;;;;
22/12/2016 19:49;22/12/2016 19:50;b16;Estación de autobuses;Estación de autobuses;c1005;c1005
;;;;;;
22/12/2016 19:43;22/12/2016 20:00;b88;Glorieta Antonio Machado;Glorieta CYL;c2908;c1905
;;;;;;
22/12/2016 19:26;22/12/2016 19:47;b62;Estación de autobuses;Salas Bajas;c1003;c2704
;;;;;;
22/12/2016 19:19;22/12/2016 19:30;b14;Estación de autobuses;María Auxiliadora;c1010;c802
;;;;;;
22/12/2016 19:17;22/12/2016 19:18;b16;Estación de autobuses;Estación de autobuses;c1004;c1005
;;;;;;
22/12/2016 19:09;22/12/2016 19:22;b33;Estación de autobuses;Estación de autobuses;c1006;c1006
;;;;;;
22/12/2016 19:08;22/12/2016 19:08;b33;Estación de autobuses;Estación de autobuses;c1006;c1006
;;;;;;
22/12/2016 18:55;22/12/2016 19:01;b62;Parque Zona Carrefour;Estación de autobuses;c703;c1003
;;;;;;
22/12/2016 18:52;22/12/2016 19:05;b4;Campus Unamuno;Plaza Iglesia Pizarrales;c1321;c1104
;;;;;;
22/12/2016 18:45;22/12/2016 19:32;b90;Parque La Alamedilla;La Marina;c2805;c1202
;;;;;;
22/12/2016 18:39;22/12/2016 19:07;b77;Plaza de Toros;Plaza de Toros;c2305;c2302
;;;;;;
22/12/2016 18:35;23/12/2016 6:53;b94;Plaza Gabriel y Galán;Glorieta Antonio Machado;c2210;c2910
;;;;;;
22/12/2016 18:31;22/12/2016 18:38;b114;Plaza de Toros;Glorieta CYL;c2303;c1906
;;;;;;
22/12/2016 18:17;22/12/2016 19:16;b17;Campus Claretianos;Campus Claretianos;c1509;c1515
;;;;;;
22/12/2016 18:14;22/12/2016 18:22;b98;María Auxiliadora;Paseo Canalejas;c812;c2511
;;;;;;
22/12/2016 18:14;22/12/2016 18:22;b176;Campus Claretianos;María Auxiliadora;c1504;c808
;;;;;;
22/12/2016 18:11;22/12/2016 18:28;b111;Campus Ciencias;La Marina;c1410;c1210
;;;;;;
22/12/2016 18:07;22/12/2016 18:28;b117;Campus Ciencias;La Marina;c1411;c1208
;;;;;;
22/12/2016 18:07;22/12/2016 18:09;b28;Federico Anaya - Tilos;Federico Anaya - Tilos;c2102;c2102
;;;;;;
22/12/2016 18:04;22/12/2016 19:08;b141;Tejares;Tejares;c608;c608
;;;;;;
22/12/2016 18:01;22/12/2016 18:06;b127;Federico Anaya - Tilos;Federico Anaya - Tilos;c2108;c2108
;;;;;;
22/12/2016 17:59;22/12/2016 18:23;b16;Campus Ciencias;Estación de autobuses;c1403;c1004
;;;;;;
22/12/2016 17:58;22/12/2016 18:06;b64;Prosperidad;Plaza San Julián;c1612;c2609
;;;;;;
22/12/2016 17:56;22/12/2016 18:44;b167;Estación de trenes;Estación de trenes;c903;c902
;;;;;;
22/12/2016 17:54;22/12/2016 17:55;b160;Estación de trenes;Estación de trenes;c910;c910
;;;;;;
22/12/2016 17:42;22/12/2016 17:50;b49;Parque Zona Carrefour;Parque La Alamedilla;c706;c2803
;;;;;;
22/12/2016 17:32;22/12/2016 17:36;b65;Estación de autobuses;Huerta Otea;c1011;c1806
;;;;;;
22/12/2016 17:28;22/12/2016 18:23;b90;Parque Zona Carrefour;Parque La Alamedilla;c705;c2805
;;;;;;
22/12/2016 17:18;22/12/2016 17:57;b75;Estación de autobuses;Campus Ciencias;c1005;c1405
;;;;;;
22/12/2016 17:01;22/12/2016 17:27;b62;Parque La Alamedilla;Parque Zona Carrefour;c2801;c703
;;;;;;
22/12/2016 16:58;22/12/2016 17:06;b81;María Auxiliadora;Campus Ciencias;c805;c1413
;;;;;;
22/12/2016 16:50;22/12/2016 16:57;b168;La Marina;Puente Romano;c1202;c307
;;;;;;
22/12/2016 16:48;22/12/2016 17:03;b61;Campus Unamuno;Puente Romano;c1302;c302
;;;;;;
22/12/2016 16:41;22/12/2016 16:48;b168;María Auxiliadora;La Marina;c808;c1202
;;;;;;
22/12/2016 16:31;22/12/2016 16:36;b12;Glorieta CYL;Plaza Gabriel y Galán;c1912;c2206
;;;;;;
22/12/2016 16:24;22/12/2016 16:55;b129;Glorieta CYL;Campus Unamuno;c1905;c1317
;;;;;;
22/12/2016 16:17;22/12/2016 16:28;b104;Campus Unamuno;Plaza San Julián;c1318;c2607
;;;;;;
